"","SurveyCode","detection_est"
"132","6.7GFNAM",0.00842798332710562
"133","6.7GLNAM",0.00968597183680839
"134","6.7LUNEAM",0.0318839974813189
"135","6.7LUNWAM",0.0193080230433723
"136","6.7LUSEAM",0.0327101193278349
"137","6.7LUSWAM",0.0309473730854205
"138","6.7SBNAM",0.0279462005828326
"139","6.7TBNAM",0.0103372305940278
"140","6.8DHNWAM",0.0152136844226282
"141","6.8GFNAM",0.0237272556140449
"142","6.8GLNAM",0.015762585424621
"143","6.8KFNAM",0.0163130410400278
"144","6.8LUEAM",0.0159611118674018
"145","6.8LUNEAM",0.0187465170186357
"146","6.8LUNWAM",0.0176813814786726
"147","6.8LUSEAM",0.0136021062683265
"148","6.8LUSWAM",0.0133571275318871
"149","6.8SBNAM",0.0152667971415984
"150","6.8TBNAM",0.0136245489508897
